"year","month","day","ssp126","ssp245","ssp370","ssp585"
2015,8,1,2.5538,1.4037,0.133,8.2951
2015,8,2,3.4355,3.6616,1.2682,3.0055
2015,8,3,7.8881,3.241,1.1746,6.962
2015,8,4,0.1735,5.0457,2.8767,1.4549
2015,8,5,0.0509,0.0721,0.5356,6.9737
2015,8,6,0.023,0.008,0.8212,0.3551
2015,8,7,0,0.8852,1.1843,0.0447
2015,8,8,0.005,0.1284,1.6748,2.6819
2015,8,9,0.7187,16.8261,3.3366,1.8052
2015,8,10,3.4407,3.9293,3.846,9.266
2015,8,11,11.8914,1.9288,1.0015,10.9992
2015,8,12,9.3058,3.1183,0.3309,0.546
2015,8,13,8.6494,9.6175,0.0701,8.8632
2015,8,14,14.0762,7.2953,6.3886,4.1952
2015,8,15,9.9901,4.458,0,1.3191
2015,8,16,6.1895,1.8548,0,0.1316
2015,8,17,13.6862,0.8448,0,0.0058
2015,8,18,11.2917,0.4094,0,5.7095
2015,8,19,0.4046,5.6772,6.8072,5.5511
2015,8,20,3e-04,4.3646,5.7921,1.7609
2015,8,21,0,3.5034,0.8007,2.4377
2015,8,22,0.0031,11.7903,1e-04,2e-04
2015,8,23,1.2092,1.4366,1.6508,0.1981
2015,8,24,0.0065,0,0.2963,0.0593
2015,8,25,1.3041,2e-04,0.001,3.6867
2015,8,26,2.945,2.9339,0,4.6111
2015,8,27,12.0734,3.9794,0,0.329
2015,8,28,0.002,9.8143,0.001,7.4138
2015,8,29,0,0.1962,7.5925,1.4886
2015,8,30,0.0064,2.0809,9.6686,0.337
2015,8,31,0.6035,0.1427,0,0.0848
2016,8,1,0.0298,10.3788,3e-04,1.3103
2016,8,2,0.1035,0.4216,0,15.6089
2016,8,3,2.314,0,0.2879,9.7514
2016,8,4,1.7259,0,3.6915,6.248
2016,8,5,0.0446,0.2107,15.4631,6.7296
2016,8,6,0,5.384,15.4042,2.1501
2016,8,7,0,0.5946,2.8362,5.2812
2016,8,8,0.6938,0.0333,2.0472,1.6851
2016,8,9,8.5816,0.3362,1.1809,0.0556
2016,8,10,0.0276,0.524,0.4638,12.1846
2016,8,11,0,2.3979,1.3161,0.3406
2016,8,12,0.0021,2.9073,4.0121,0.0018
2016,8,13,0,0,1.3349,0.1447
2016,8,14,4.3891,0.5446,1.8259,0.0031
2016,8,15,0.6796,6.5248,3.9223,1.1494
2016,8,16,0,2.7823,0.407,9.5423
2016,8,17,0.0033,0.1023,3.6349,0.2995
2016,8,18,4e-04,0.0609,2.6633,0.9426
2016,8,19,0.8366,4.7384,1.1011,0.3088
2016,8,20,2.0337,4.2369,6.5887,1.1341
2016,8,21,3.6019,6.4015,0,1.1196
2016,8,22,6.057,0.6491,0.0312,1.113
2016,8,23,25.8687,0.0021,6.3969,2.055
2016,8,24,3.1383,3.497,9.9267,5.3902
2016,8,25,0,3.6365,3.1871,0.0067
2016,8,26,0.871,0.0647,0.5285,2.4769
2016,8,27,9.6848,0.061,1.387,0.0172
2016,8,28,0.1197,13.8276,0.1126,0
2016,8,29,0.001,7.0985,0.425,0
2016,8,30,0,0.7347,0.0025,0
2016,8,31,0,0,0,1e-04
2017,8,1,3.0895,4.015,0.5535,5.5218
2017,8,2,0.8483,9.1441,1.5217,2.0119
2017,8,3,0.9216,0.4424,0.2409,0.2182
2017,8,4,14.8966,3.4905,0.1391,0.0658
2017,8,5,7.649,0.7381,1.7506,1.3102
2017,8,6,7.9832,10.9145,0.185,0.6668
2017,8,7,6.4436,1.5017,0.0407,0.858
2017,8,8,0,1.0961,1.9396,0.1924
2017,8,9,0,6.0981,0,0
2017,8,10,0.7465,0.1948,0.0035,0
2017,8,11,2.8895,1e-04,0.0021,0
2017,8,12,0.1135,2.309,0.004,0
2017,8,13,1e-04,9.0257,0.1822,0
2017,8,14,0.4466,8.3285,0.4165,0
2017,8,15,0.2647,7.9255,2.9208,2.7401
2017,8,16,0.4358,3.3366,3.2778,2.9393
2017,8,17,1.4982,0,2.9024,0.1368
2017,8,18,1.7552,0.0689,1.1554,0
2017,8,19,0.4828,8.0397,1.9671,0
2017,8,20,0.0223,0.9575,9.2605,5.0705
2017,8,21,11.5078,2e-04,7.2999,0.7001
2017,8,22,1.408,7.574,0.6411,0.0829
2017,8,23,16.7064,3.9468,0.746,2.6417
2017,8,24,0.6195,0,1.854,6.5504
2017,8,25,24.0067,0,28.5241,4.2844
2017,8,26,1.2452,0.0094,0.7451,0
2017,8,27,0.8342,0.1424,0,0
2017,8,28,11.6435,23.2939,0,0
2017,8,29,6.3279,8.2597,2.3706,0.1959
2017,8,30,2.2105,0.8102,5.6955,0.7574
2017,8,31,0.1751,2e-04,19.1746,3.3129
2018,8,1,12.2544,1.6074,0,5.4871
2018,8,2,1.133,0,2.6081,2.6098
2018,8,3,0.1433,11.1266,1.6961,6.4264
2018,8,4,0,4.6067,0.3868,0.0021
2018,8,5,0.0741,3.9258,0.0095,0
2018,8,6,4.0524,0.4729,0.0958,3.7191
2018,8,7,14.3719,0.3436,1.0271,13.2392
2018,8,8,8.8566,0.0693,2.1437,1.9442
2018,8,9,3.029,0.0062,0.2558,0.4055
2018,8,10,3.4782,0.6814,16.1276,7.6924
2018,8,11,6.5027,0,1.4546,0.0035
2018,8,12,10.6058,0,0.2209,0.0237
2018,8,13,4.1603,0.0071,0.006,0.2784
2018,8,14,0.7481,0.0674,0.0435,19.932
2018,8,15,5.5448,0.666,0.0053,5.1343
2018,8,16,1.8327,1.4232,0.1637,0.0387
2018,8,17,0.0586,9.3919,0.3837,0.0225
2018,8,18,0,0.3812,5.1141,10.625
2018,8,19,5.7801,4.7938,0.1895,18.1519
2018,8,20,0.4597,10.0366,0.0054,9.3183
2018,8,21,0.0035,5.7175,5.2777,0.44
2018,8,22,0,5.6516,0.9841,1.2482
2018,8,23,0,3.6828,13.0888,0.5994
2018,8,24,0.2801,0.0068,3.2367,1.3534
2018,8,25,1.6848,5.6823,0.0266,2.5392
2018,8,26,3.3705,6.9725,3e-04,12.7151
2018,8,27,0.0031,0,0.1479,0.1894
2018,8,28,0.0842,0,3.4564,0.7598
2018,8,29,2.0481,0.2994,9e-04,0
2018,8,30,3.1707,2.6226,0,0
2018,8,31,4.6603,0.0042,2.6671,0
2019,8,1,0,1.9818,0,2.5274
2019,8,2,0.2617,9.3483,0,0
2019,8,3,0.1264,3.5165,0,0.0819
2019,8,4,11.9631,0.0732,0.0497,26.1415
2019,8,5,1.8112,0.3798,0.022,6.2766
2019,8,6,0.0811,6.7347,8.5151,0.9401
2019,8,7,0.1008,3.8663,20.0748,2.5048
2019,8,8,0.2397,3.5426,6.7877,17.3978
2019,8,9,1.331,26.8642,1.4066,4.1703
2019,8,10,5.254,4.9614,1.7811,0.0259
2019,8,11,1.592,0.001,5.8916,6e-04
2019,8,12,0.0551,0,6.6506,0.3548
2019,8,13,0.0355,0.1394,0.1026,6.0799
2019,8,14,0.3586,0.5447,0.3459,4.2538
2019,8,15,3.1694,0.5356,0.8741,2.0398
2019,8,16,0.8834,3.9533,1.7484,9.7614
2019,8,17,1.4257,3.894,2.2048,3.0389
2019,8,18,19.3758,10.9357,2.3523,0
2019,8,19,1.3149,5.3427,0.1284,0.2436
2019,8,20,0.1452,7.6138,0,9.9581
2019,8,21,1.3532,0.2411,0.0262,10.5297
2019,8,22,6.7222,0.5639,0.2017,0.0185
2019,8,23,47.4433,3.3588,1e-04,1.204
2019,8,24,5.5886,7.4001,4e-04,3.1786
2019,8,25,1.0743,3.3266,0.5533,10.3949
2019,8,26,0.0068,0.6851,3.0589,1.7344
2019,8,27,0.41,1.2365,5.0972,0
2019,8,28,0.0118,2.601,1.0527,0
2019,8,29,0.7164,3.9464,0.3057,1e-04
2019,8,30,5.9689,1.6715,10.6323,1e-04
2019,8,31,5.8211,6.341,0.0453,1.1048
2020,8,1,6.5096,13.0378,2.9335,2.1884
2020,8,2,0,2.8007,3.944,6.5221
2020,8,3,0.413,0.1228,16.1702,16.668
2020,8,4,1.1451,3.5821,0.6322,4.5689
2020,8,5,0.5207,19.0193,0,9.3395
2020,8,6,0.7335,12.4188,0,1.9191
2020,8,7,3.019,5.7061,1.0399,0.2135
2020,8,8,3.8736,0.9471,1.1185,3.3932
2020,8,9,6.4276,3.476,5.264,8.6652
2020,8,10,0.1532,7.1593,43.3736,0.3723
2020,8,11,0.0351,0.4619,4.0011,0.9366
2020,8,12,0.0492,1.2759,1.0704,0.6475
2020,8,13,9.8878,7.7275,0.0994,6e-04
2020,8,14,7.115,4.1929,4.4831,1.3847
2020,8,15,0.4448,0.32,8.7426,7.442
2020,8,16,0.0649,0.0145,2.3156,11.1462
2020,8,17,10.2335,0,1.1,13.7192
2020,8,18,2.6273,0,0.8428,17.3713
2020,8,19,20.7143,1.3287,5.6303,1.232
2020,8,20,6.6321,3.7069,6.4669,0
2020,8,21,0.1182,15.5818,1.5811,0
2020,8,22,21.3682,23.1482,1.3385,0.0502
2020,8,23,0.614,1.1294,0.9112,6.8641
2020,8,24,5.5371,1.0945,0.0383,10.5357
2020,8,25,10.8727,0.044,0,2.7744
2020,8,26,6.6511,0,0.0439,1.3798
2020,8,27,0.895,1e-04,0.5464,0.1661
2020,8,28,0.1325,5.9863,4.3116,0.0769
2020,8,29,19.3198,0.1812,11.0023,0.0774
2020,8,30,5.1611,1.5258,0.8345,0.0703
2020,8,31,8.1716,0.2159,0,0.0616
2021,8,1,0.9158,0.076,0.0026,7.4648
2021,8,2,0,4.6481,1.5596,8.7885
2021,8,3,0.0437,9.2239,22.456,3.0109
2021,8,4,0.0414,3.5342,1.6917,0
2021,8,5,1.4939,14.903,0.0019,0
2021,8,6,5.3586,2.4816,0.0213,16.2379
2021,8,7,18.64,0.0476,1.7911,15.8936
2021,8,8,5.1683,1.8788,0.5871,3.9327
2021,8,9,1.4329,9.6119,8.3014,0.139
2021,8,10,8e-04,0.6568,8.6422,6.001
2021,8,11,0.0782,0.1385,0.7379,4.5958
2021,8,12,2.9158,0.0392,6.1543,4.9911
2021,8,13,9.3092,1.0299,6.3911,0
2021,8,14,14.5845,41.0806,6.1665,0
2021,8,15,3.3785,19.1143,12.0596,0.0047
2021,8,16,4.994,3.5992,0.3345,6.6472
2021,8,17,0.5811,0,0.1527,3.2998
2021,8,18,1.0295,12.8311,3.5877,4.5048
2021,8,19,1.4072,0.9339,0.4325,4.7919
2021,8,20,3.9322,0,0.0344,1.9122
2021,8,21,11.7716,0.3207,0.0035,2.8613
2021,8,22,0.0093,17.5764,23.6633,1.7987
2021,8,23,0,1.3837,9e-04,0.8549
2021,8,24,0.3454,12.7053,0,0.1561
2021,8,25,2.835,3.5112,0.1102,1.0824
2021,8,26,0.7747,0.0859,0,9.0231
2021,8,27,2e-04,0.4566,0.2657,0.4603
2021,8,28,0.0075,1.1095,2.039,10.2636
2021,8,29,0.0465,0.0034,6.4909,9.7061
2021,8,30,6.0165,0.619,9.2106,14.3042
2021,8,31,0.0853,13.7775,1.8113,15.1045
2022,8,1,1.5304,9.9052,3.401,0
2022,8,2,12.3263,6.731,2.3476,0.0484
2022,8,3,6.3681,17.8542,0.0813,0.4429
2022,8,4,9.5569,6.2599,0.0756,0.0273
2022,8,5,17.3583,0.0795,8.4655,2.7041
2022,8,6,10.7637,1.224,42.0146,0.0029
2022,8,7,3.7519,0.3671,0.2366,9.4214
2022,8,8,1e-04,0.0446,0.2181,2.39
2022,8,9,0.3057,1e-04,0.0542,8.2277
2022,8,10,4.7218,0.1294,3.3726,3.9765
2022,8,11,3.6393,0.4977,2.1863,0
2022,8,12,2.0926,0.6987,6.0292,0.0052
2022,8,13,3.8673,1.2417,0.4661,0.143
2022,8,14,16.277,2.6148,0.0081,0.3933
2022,8,15,5.2775,9.7134,0.0271,0.334
2022,8,16,0.3319,5.3412,0.6494,0.1793
2022,8,17,5e-04,0.0399,0.0775,14.3847
2022,8,18,0,0.1166,0.79,18.1416
2022,8,19,0.0275,0,0.9711,1.3399
2022,8,20,3.3621,0.1131,7.0911,0.3656
2022,8,21,1.403,0.011,7.4241,1.3226
2022,8,22,0,1.9922,6.1513,13.8309
2022,8,23,7e-04,11.7309,0.2728,4.2498
2022,8,24,3.8868,9.312,0.0437,1.1589
2022,8,25,1.6752,0.3919,0.5878,0.8716
2022,8,26,5.6287,0.0073,1.8455,0.3743
2022,8,27,3.5248,0,7.0718,5.2118
2022,8,28,5.4557,0,0.731,3.9874
2022,8,29,1.8301,2.2095,1.2438,0
2022,8,30,0,1.3744,6.4503,0
2022,8,31,2.295,0,2.9049,10.8603
2023,8,1,1.2467,10.2114,6.7794,5.9556
2023,8,2,5.0504,0.8927,1.9989,12.1725
2023,8,3,21.9442,0.0419,0.0421,3.7853
2023,8,4,20.5881,13.4098,2.7912,0.757
2023,8,5,7.8879,5.0915,6.8681,0.1725
2023,8,6,4.2326,3e-04,2.4652,0.4342
2023,8,7,16.5483,0,7.2458,3.5674
2023,8,8,0.7107,4.1242,2.3219,9.6976
2023,8,9,0,1.09,1.3322,8.4225
2023,8,10,0.0195,12.7382,1.2034,7.2476
2023,8,11,13.8794,5.3614,6.3378,4.2687
2023,8,12,7.5303,6.7775,1.4375,2.0638
2023,8,13,0.2849,3.614,0,0
2023,8,14,0,0,0,0
2023,8,15,9e-04,0.0413,1.3561,0
2023,8,16,0.2725,0,1.5931,0.2766
2023,8,17,1.1936,0.0582,0,0.2736
2023,8,18,0.9669,1.8738,0,0.6473
2023,8,19,14.4664,1.98,0,1.9615
2023,8,20,1.566,16.0975,7.333,29.6536
2023,8,21,1.0055,3.591,8.4963,3.7079
2023,8,22,2.4634,13.9889,1.1358,0.0032
2023,8,23,0.0133,0.6402,4.4677,1e-04
2023,8,24,0.003,0,7.271,0.2887
2023,8,25,4.3447,1e-04,7.8418,1.0959
2023,8,26,13.6682,0,1.5067,0.1633
2023,8,27,2.9193,0.0024,0.1445,0
2023,8,28,1.7678,2.2599,0.2084,7.2062
2023,8,29,3.4443,5.174,7.0078,2.6048
2023,8,30,0.7825,0,9.5642,0.3259
2023,8,31,1.1022,0.1044,13.8963,0
2024,8,1,7e-04,8.4276,1.3235,24.6003
2024,8,2,0.4461,12.0849,0.9935,3.1571
2024,8,3,1.4357,6.3297,7.9956,0.0127
2024,8,4,4.3077,4.2507,7.2461,1.8668
2024,8,5,1.9224,4.3649,2.0276,9.4657
2024,8,6,3.1439,6.6451,1.3214,9.0427
2024,8,7,4.5464,0.1253,5.9279,8.1132
2024,8,8,7.8961,0.247,0.1299,2.3514
2024,8,9,4.5745,1.6408,5.3082,5.3551
2024,8,10,3.0023,1.6381,7.3724,1.4794
2024,8,11,0.6673,3.5721,1.83,0.2723
2024,8,12,0.5188,21.2993,4e-04,0
2024,8,13,0.8618,3.0356,0.1318,0.0165
2024,8,14,2.0829,0,0.155,12.0761
2024,8,15,7.8538,8.2988,0.0259,2.8797
2024,8,16,12.67,1.8476,0.0404,0.1396
2024,8,17,10.0312,0.4216,3.863,0.4996
2024,8,18,0.1298,0,3.1109,0.4027
2024,8,19,0,0.0045,2.8655,18.9682
2024,8,20,0,0.076,4.7057,2.5467
2024,8,21,6.6504,0.4962,0.4391,2.8798
2024,8,22,10.7459,9.4385,10.2948,5.3413
2024,8,23,4.2851,1.1423,9.0465,5.0316
2024,8,24,4.5902,5e-04,9.8551,7.441
2024,8,25,5.269,0,4.4113,6.3277
2024,8,26,2.622,4.1417,2.4853,0.9093
2024,8,27,0.0358,4.5008,2.8515,13.8216
2024,8,28,0.2365,3.9996,9.1519,0.9922
2024,8,29,0.0021,1.0399,1.7068,0
2024,8,30,0.1488,1.2723,0.1519,0
2024,8,31,1.1187,2.991,0.1006,0
2025,8,1,1.8455,1e-04,1.2289,6.9966
2025,8,2,9.4776,2e-04,4.5358,1.1363
2025,8,3,5.7375,0.7551,4.5585,0.6291
2025,8,4,0,1.1364,5.5998,1.5727
2025,8,5,3.4251,1.2856,3.2834,9.2172
2025,8,6,1.674,8.4579,1.8079,15.7314
2025,8,7,0.1199,1.2071,2.14,2.8204
2025,8,8,1e-04,3.5841,0.0061,5.8289
2025,8,9,4.4316,7.9858,0.1308,0.9615
2025,8,10,6.6875,1.885,3.2052,0
2025,8,11,1.813,0.7318,0.411,1e-04
2025,8,12,0.2921,4.9346,0.157,0
2025,8,13,0,10.7895,16.2392,0.0148
2025,8,14,0.0363,7.275,36.2517,3.8599
2025,8,15,6.876,0.2258,2.4116,18.5259
2025,8,16,5.187,5.8556,12.6984,1.1949
2025,8,17,0,0.106,16.9674,0.0017
2025,8,18,1.6656,0.0259,5.5325,0.2651
2025,8,19,4.7198,0.0368,2.4458,0.3093
2025,8,20,2.0952,0.1904,0.9841,0.0691
2025,8,21,9.8104,0.0248,0,0.0151
2025,8,22,0.5273,1e-04,0,3.4196
2025,8,23,0.0395,1.2786,0,9.1019
2025,8,24,3.1886,0.861,2.1048,15.3943
2025,8,25,3.4586,1.4006,1.5237,8.4738
2025,8,26,0,4.0939,0,0.5061
2025,8,27,0,3.1697,0.0542,0.2864
2025,8,28,2.1015,3.0767,0.0461,1.5731
2025,8,29,5.2255,8.3367,5.2487,0.5632
2025,8,30,1.1205,10.2405,8.3364,0.1066
2025,8,31,1.2467,3.322,0,0.0188
2026,8,1,13.3003,0.0803,1.3527,11.5476
2026,8,2,13.7916,0.056,2.97,0.028
2026,8,3,16.3689,0.8594,12.9492,0.0649
2026,8,4,4.9567,2.8756,22.7252,1.0601
2026,8,5,0.1886,4.7463,1.0218,0.6199
2026,8,6,3.8597,0,0.1566,0.9512
2026,8,7,1e-04,1.2613,1.4185,0.3162
2026,8,8,2.4339,2.9672,2.6869,1.0257
2026,8,9,2.852,0,0.7209,7.7891
2026,8,10,0.9388,0.4119,1.5986,9.1107
2026,8,11,6.5703,3.435,2.0114,5.0014
2026,8,12,10.4562,11.0642,3.0012,10.7256
2026,8,13,1.5661,0.5314,2.4134,0.6503
2026,8,14,0.2876,0.5862,0,0.1558
2026,8,15,12.3711,1.0317,0,0.0013
2026,8,16,9.481,38.6986,5.9397,1.5794
2026,8,17,9.9411,0.6259,2.7919,0.5867
2026,8,18,10.7019,0.3329,0.2743,2.5479
2026,8,19,0.0268,0.5928,0,0.2918
2026,8,20,1e-04,2.3245,0,0.0621
2026,8,21,3.315,6.4027,3.1729,0.8063
2026,8,22,0.2655,5.2221,5.5594,2.4569
2026,8,23,1e-04,6.6983,0.7913,0.3176
2026,8,24,0,2.0516,3.4623,0.0764
2026,8,25,0.0045,1.6405,0.5689,0.0531
2026,8,26,6.6587,0,0.1278,0.0985
2026,8,27,8.4932,0,0.0551,0.0082
2026,8,28,19.8357,1e-04,5.3286,0
2026,8,29,5.1138,0.0492,0.0376,0.002
2026,8,30,0.0774,0.2858,0,5.2885
2026,8,31,0.9737,0.8029,0,0.0264
2027,8,1,2.9837,10.3917,14.029,0.2429
2027,8,2,1.8389,14.3858,6.7981,0.0609
2027,8,3,3.3305,11.8111,0.6924,0.1891
2027,8,4,1e-04,7.3755,6.9281,0.6171
2027,8,5,6.6458,0.363,11.6017,0.5863
2027,8,6,2.1683,0.0034,10.474,1.3844
2027,8,7,0.0524,0.0112,0.7841,0.6667
2027,8,8,0,12.18,0.3615,1.3949
2027,8,9,0.5094,7.6681,0,14.7108
2027,8,10,0.1857,0.153,3.6565,2.7433
2027,8,11,2.4573,0.0067,1.725,3.2865
2027,8,12,1.6027,0.0053,0.0099,12.4948
2027,8,13,2.4332,0.0657,1.2566,0.3918
2027,8,14,7.655,4.6659,2.2729,6e-04
2027,8,15,0.3755,31.2891,0.0158,0.2486
2027,8,16,0,7.9637,0,5.775
2027,8,17,0,0.071,2e-04,1.1324
2027,8,18,1.1549,3.018,0.0668,4.87
2027,8,19,4.7062,5.7231,0,1.4647
2027,8,20,12.6153,3.5302,0,0.0076
2027,8,21,6.8285,0.3819,0.0343,3.2368
2027,8,22,1.5201,0.6331,0.6918,8.0932
2027,8,23,0.2461,5.2945,2.7104,4.933
2027,8,24,5.388,0.0118,3.2593,0.3989
2027,8,25,0,0.2217,0,15.5619
2027,8,26,0,0.9497,0.0366,4.6851
2027,8,27,8e-04,6.4361,5.2489,1.5935
2027,8,28,0.0741,0.3376,6.7026,0.5261
2027,8,29,0.0121,0.0164,4.9857,0.0109
2027,8,30,1.6867,0,0.1791,0.0105
2027,8,31,1.358,0.0052,4.5177,0.0106
2028,8,1,1.2385,1.8252,23.1753,1.1642
2028,8,2,0,2.787,5.5944,3.6595
2028,8,3,2e-04,5.6778,0.2819,0.3412
2028,8,4,0.0971,8.2861,0.3372,0
2028,8,5,0.1223,2.5333,1.2563,0.0023
2028,8,6,5.4194,9.6665,10.8614,6.2461
2028,8,7,0.0879,9.1947,1.0182,0.9325
2028,8,8,48.3578,3.9725,0.0162,0
2028,8,9,1.5792,2.8364,0.62,0
2028,8,10,0.6463,0.0905,9.515,0
2028,8,11,0.5886,0.1026,0.1304,12.6023
2028,8,12,4.6709,0.2483,0,7.8994
2028,8,13,6.04,0.0589,1.4515,0.3246
2028,8,14,10.2161,4.2916,5.5306,1.4311
2028,8,15,6.3279,3.4645,6.1065,14.0821
2028,8,16,2.2084,3.6028,9.6633,6.3148
2028,8,17,5.3527,3.3588,12.0056,4.9377
2028,8,18,0.7281,0.0647,0.7045,13.9468
2028,8,19,0.5794,1.5498,0.0419,23.4394
2028,8,20,0.0104,0.1258,32.9514,0.7159
2028,8,21,5.5517,0.153,9.0128,0.0041
2028,8,22,5.5841,3.8546,0.8357,0.6911
2028,8,23,3.3504,1.7975,5.1685,6e-04
2028,8,24,0,0.2424,12.9441,0.7853
2028,8,25,1e-04,0.3317,10.8361,2.8317
2028,8,26,0.6243,0,4.5233,1.5928
2028,8,27,0.0021,5e-04,0,3.8329
2028,8,28,0.92,0.0079,2.1199,15.1282
2028,8,29,0.4811,8.3385,5.1245,8.1217
2028,8,30,6.0106,2.443,0,0.0511
2028,8,31,2.1555,1.5788,5e-04,0.0043
2029,8,1,4.4545,1.2187,2.2157,12.8896
2029,8,2,4.9033,10.8705,0.0516,3.0851
2029,8,3,10.629,2.7387,0.1063,2.2091
2029,8,4,4.252,2.377,0.4856,6.3153
2029,8,5,7.673,3.1942,13.9335,3.582
2029,8,6,13.9093,0.68,13.6609,8.8627
2029,8,7,7.6435,1.87,0.3402,2.4912
2029,8,8,1.2639,0.2455,0.3543,0.0589
2029,8,9,1.4676,0.6865,1.852,2.5872
2029,8,10,6.3517,0.8573,1.5011,4.6299
2029,8,11,10.0709,3.518,2.6817,0.298
2029,8,12,20.8718,0.1895,19.064,4.4287
2029,8,13,0.3771,0.0028,3e-04,0.086
2029,8,14,0.2632,0.0043,0.3819,0.0894
